岗位名称,工作地点,岗位薪资,经验要求,学历要求,岗位标签,企业名称,企业行业,企业规模,融资状况
大数据&AI架构师,南京-雨花台区,25-40k·16薪,5-10年,本科,"大数据领域,数据开发",深圳慧通商务有限公司,通信设备,10000人以上,Unknown
AI算法工程师,南京-玄武区,17-25k·13薪,3-5年,统招本科,"Python,算法开发,深度学习,C++",中通服网盈科技有限公司南京分公司,专业技术服务,50-99人,融资未公开
AIOps专家,南京-雨花台区,80-100k·15薪,10年以上,硕士,"架构设计,系统设计,云计算领域,技术支持,技术战略,软件开发",北京星网锐捷网络技术有限公司,计算机硬件,5000-10000人,沪深A股上市
NLP算法工程师,南京,25-50k·16薪,经验不限,硕士,"自然语言处理,语言模型,TensorFlow,PyTorch",某北京大型专业技术服务公司,专业技术服务,500-999人,融资未公开
大模型应用工程师,南京,40-70k·14薪,5-10年,硕士,Unknown,某知名公司,通信设备,10000人以上,战略融资
NLP算法工程师,南京,25-35k·14薪,5-10年,学历不限,"知识图谱,深度学习,深度学习框架",某互联网公司,互联网/电商,10000人以上,融资未公开
NLP大模型调测工程师,南京-雨花台区,25-40k·13薪,5-10年,统招本科,"Python,深度学习,CUDA,CANN,TensorFlow,PyTorch,Mindspore",某大型IT服务公司,IT服务,10000人以上,融资未公开
AI高级架构师,南京-建邺区,20-50k,5-10年,硕士,Unknown,中盈,IT服务,500-999人,Unknown
大模型工程师(A215453),南京-浦口区,20-35k·15薪,3-5年,硕士,"深度学习,深度学习框架",南京集成电路设计自动化技术创新中心,政府/公共事业,50-99人,Unknown
大模型算法工程师,南京-江宁区,15-25k·15薪,经验不限,本科,"LLM模型,Fine-Tune,Lora,SFT,TensorFlow,PyTorch",远思智能,计算机软件,50-99人,A轮
大模型算法工程师,南京-雨花台区,薪资面议,经验不限,硕士,Unknown,中兴通讯,通信设备,10000人以上,沪深A股上市
中高级算法工程师（大模型方向）,南京,25-35k·13薪,3-5年,硕士,"算法研究,算法优化,问答系统,PyTorch",图灵人工智能研究院,云计算/大数据,100-499人,天使轮
AI高级软件专家,南京-雨花台区,100-150k·20薪,10年以上,统招本科,"架构设计,技术支持,系统设计,技术战略,技术管理,通信领域,团队管理,C/C++,C语言,D语言",华为,通信设备,10000人以上,Unknown
大模型小型化算法工程师,南京-雨花台区,40-70k·16薪,3-5年,硕士,"语言模型,深度学习,PyTorch,深度学习框架",荣耀终端有限公司,通信设备,10000人以上,其他
NLP语义引擎高级开发工程师,南京-雨花台区,30-50k,3-5年,本科,"自然语言处理,Python,C++",荣耀终端有限公司,通信设备,10000人以上,其他
AI平台开发工程师/架构师,南京-江宁区,20-25k,1-3年,统招本科,"算法研究,算法开发,算法设计,算法优化,算法测试,算法识别",中科南京信息高铁研究院,电子/半导体/集成电路,100-499人,Unknown
技术总监（大模型产品）,南京-玄武区,60-80k,10年以上,硕士,Unknown,星图金融,科技金融,2000-5000人,融资未公开
NLP大模型工程师（非外包,南京-江宁区,20-30k,3-5年,学历不限,"自然语言处理,深度学习,深度学习框架,Python,C++",某大型知名IT服务公司,IT服务,10000人以上,融资未公开
AI-NLP大模型工程师,南京,22-30k·13薪,5-10年,学历不限,"自然语言处理,深度学习,深度学习框架,Python,C++",某大型IT服务公司,IT服务,10000人以上,融资未公开
AI解决方案工程师,南京,20-30k·13薪,5-10年,统招本科,"LLM解决方案,盘古大模型",某大型IT服务公司,IT服务,10000人以上,融资未公开
算法工程师（大语言模型LLM）,杭州-滨江区,9-15k,经验不限,硕士,"Python,自然语言处理,深度学习,PyTorch,TensorFlow",浙江衢时代大数据科技有限公司,互联网,50-99人,Unknown
LLM算法工程师,杭州-滨江区,20-45k,3-5年,硕士,"信息抽取,深度学习,GPT,TensorFlow,PyTorch",杭州筑龙信息技术股份有限公司,互联网,100-499人,融资未公开
大语言模型研究员(J10810),杭州-富阳区,20-40k,3-5年,硕士,"语言模型,自然语言处理,深度学习,深度学习框架",云知声,人工智能,100-499人,D轮
算法工程师（大语言模型方向）,杭州-西湖区,20-30k,3-5年,硕士,"自然语言处理,优化算法,算法优化,算法研究,Scala,Python",中国电子科技南湖研究院,专业技术服务,100-499人,Unknown
大语言模型技术专家,杭州-萧山区,15-30k,3-5年,硕士,"算法研究,算法识别,Python,自然语言生成,PyTorch,TensorFlow,自然语言处理,语言模型",杭州培慕科技有限公司,石化,1-49人,战略投资
LLM算法工程师,杭州-临平区,25-50k·13薪,1-3年,硕士,"自然语言生成,LangChain,LLama,LORA,RAG,prompt,AI agent",智诊科技,人工智能,1-49人,其他
控股集团-NLP算法专家-大语言模型,杭州,10-20k,经验不限,本科,Unknown,阿里巴巴集团,互联网,10000人以上,港股上市
LLM算法专家-HZ,杭州,80-110k·16薪,5-10年,硕士,"自然语言处理,自然语言生成,机器翻译,信息检索,问答系统,自动摘要,GPT,BERT,LLM,Transformer",某大型知名计算机软件公司,互联网,2000-5000人,战略融资
大语言模型算法工程师-NLP,杭州-滨江区,15-30k·15薪,1-3年,硕士,NLP,海康威视,智能硬件,10000人以上,沪深A股上市
算法工程师（运筹/大模型/LLM）,杭州,30-50k,3-5年,硕士,算法研究,某杭州智能硬件上市公司,智能硬件,10000人以上,已上市
爱橙科技-机器学习工程师-AIGC/LLM/搜推广机器学习工程,杭州,10-20k,经验不限,本科,Unknown,阿里巴巴集团,互联网,10000人以上,港股上市
大模型语言算法专家-北京/上海/杭州,杭州,60-90k·15薪,3-10年,统招本科,"算法,NLP,语言模型,大模型",某杭州大型计算机软件公司,计算机软件,10000人以上,战略融资
算法工程师(J10185),杭州-西湖区,25-40k,3-5年,硕士,"语言模型,深度学习,算法研究,自然语言处理",有赞,云计算/大数据,2000-5000人,港股上市
算法工程师,杭州,30-50k·14薪,5-10年,博士,"语言模型,PyTorch",某生物上市公司,医疗器械,5000-10000人,已上市
AI+生物,杭州-西湖区,40-55k,5-10年,博士,"干细胞,癌症,疾病,母婴,基因工程,NGS",某深圳医疗器械上市公司,医疗器械,5000-10000人,已上市
AI算法工程师,杭州-滨江区,30-45k·16薪,3-5年,硕士,"AI,大模型,算法开发",海康威视,智能硬件,10000人以上,沪深A股上市
阿里妈妈联盟-算法工程师-北京/杭州,杭州,30-50k,经验不限,硕士,Unknown,阿里巴巴集团,互联网,10000人以上,港股上市
大模型算法专家,杭州,70-100k·15薪,5-10年,硕士,"GPT,BERT,自然语言生成,LLM,AI agent,大模型",某大型知名互联网公司,互联网,1000-2000人,D轮及以上
淘天-大模型算法-RAG方向-北京/杭州,杭州-余杭区,50-80k·16薪,5-10年,硕士,"数据挖掘,语言模型,Q-learning",阿里巴巴集团,互联网,10000人以上,港股上市
AI算法工程师,杭州-上城区,15-30k·14薪,3-5年,本科,"算法开发,图像处理,语言模型",玳能科技(杭州)有限公司,电子/半导体/集成电路,500-999人,Unknown
高级算法专家-北京/杭州,杭州-余杭区,35-60k·16薪,5-10年,硕士,语言模型,阿里巴巴集团,互联网,10000人以上,港股上市
ai大模型,杭州-临平区,40-70k,1-3年,博士,"语言模型,视觉处理",国科神感(杭州)智能科技有限公司,智能硬件,1-49人,Unknown
集团安全部-大模型算法工程师-行为风控,杭州-余杭区,50-80k,3-5年,硕士,"语言模型,深度学习,Caffe,TensorFlow,PyTorch",阿里巴巴集团,互联网,10000人以上,港股上市
集团安全部-大模型算法工程师-行为风控,杭州,10-20k,经验不限,硕士,数据安全,阿里巴巴集团,互联网,10000人以上,港股上市
高级算法专家（nlp/多模态/机器学习）-杭州/深圳/新加坡,杭州,50-70k·16薪,经验不限,本科,"自然语言生成,nlp,多模态,机器学习,机器人",某杭州互联网上市公司,互联网,10000人以上,已上市
大模型算法工程师,杭州-滨江区,40-70k,3年以上,本科,"语言模型,深度学习,算法研究,算法开发,C++,Python",华职云场,其他生活服务,500-999人,Unknown
大模型算法工程师,杭州-滨江区,40-70k·16薪,5-10年,统招本科,"语言模型,深度学习,算法研究,算法开发,C++,Python",华职云场,其他生活服务,500-999人,Unknown
瓴羊-大模型算法工程师-Quick BI,杭州-余杭区,30-40k·16薪,3-5年,本科,"语言模型,深度学习,深度学习框架,SQL",阿里巴巴集团,互联网,10000人以上,港股上市
达摩院-多模态算法专家-机器人,杭州,10-20k,经验不限,硕士,"深度学习,DQN,强化学习,Q-learning,自然语言处理,算法研究,深度学习框架",阿里巴巴集团,互联网,10000人以上,港股上市
算法工程师,杭州,35-50k·15薪,5-10年,本科,"语言模型,自然语言处理",某知名公司,通信设备,10000人以上,战略融资
大模型算法工程师,杭州-滨江区,16-30k·13薪,3-5年,硕士,"算法开发,自然语言处理,深度学习,Python,Keras,PyTorch,算法设计,TensorFlow",浙江孚临科技有限公司,人工智能,50-99人,B轮
大模型场景规划专家,杭州-滨江区,50-80k·16薪,5-10年,本科,Unknown,华为,通信设备,10000人以上,Unknown
瓴羊-大模型算法工程师-Quick BI,杭州,10-20k,经验不限,硕士,"语言模型,深度学习,SQL,深度学习框架",阿里云,互联网,10000人以上,融资未公开
多模态算法工程师-北京/杭州,杭州,40-70k·16薪,5-10年,硕士,"深度学习,深度学习框架",某杭州互联网上市公司,互联网,10000人以上,已上市
大模型算法负责人,杭州-余杭区,60-90k·15薪,5-10年,统招本科,"NLP,大模型,LLM,智能问答,对话机器人,虚拟数字人",某科技推广服务公司,科技推广服务,Unknown,Unknown
大模型算法工程师,杭州-滨江区,30-50k,5-10年,本科,"算法开发,算法研究,深度学习,语言模型,C++,Python",杭州爱收入科技有限公司,互联网,1000-2000人,Unknown
NLP算法,杭州-余杭区,35-45k·15薪,5-10年,统招本科,"NLP,LLM,智能问答,对话机器人",某科技推广服务公司,科技推广服务,Unknown,Unknown
达摩院-多模态算法专家-机器人,杭州-余杭区,35-60k·16薪,3-5年,硕士,"语言模型,深度学习,强化学习,Q-learning,DQN,算法研究,深度学习框架",阿里巴巴达摩院(杭州)科技有限公司,互联网,100-499人,Unknown
大模型专家,杭州-滨江区,60-80k·14薪,5-10年,硕士,"自然语言处理,语言模型,算法研究,TensorFlow,PyTorch",沛砚咨询,咨询服务,1000-2000人,Unknown
大模型算法工程师,杭州-滨江区,35-50k,经验不限,博士,"算法研究,语言模型,深度学习,TensorFlow,PyTorch",信雅达,IT服务,5000-10000人,Unknown
产品经理（AI对话方向，偏软件）,杭州-萧山区,15-25k,5-10年,本科,"AI人工智能产品,语音产品,对话机器人,AI玩具,LLM",金科汤姆猫文化,互联网,1000-2000人,沪深A股上市
算法工程师,杭州-西湖区,20-35k,5-10年,硕士,"语言模型,图像分析,算法开发",北京温致科技有限公司,智能硬件,50-99人,战略投资
阿里云智能-算法专家-杭州,杭州-西湖区,25-55k·16薪,3-5年,统招本科,"深度学习,自然语言生成,推荐算法,算法开发,深度学习框架,自然语言处理",阿里云,互联网,10000人以上,融资未公开
AI大模型技术负责人,杭州,100-130k,5-10年,统招本科,"架构设计,算法设计,团队管理",某杭州工业自动化上市公司,工业自动化,5000-10000人,已上市
AI技术总监,杭州,60-90k·15薪,5-10年,硕士,Unknown,某杭州工业自动化上市公司,工业自动化,5000-10000人,已上市
AI算法专家,杭州,90-100k·15薪,5-10年,博士,"优化算法,算法优化,自然语言处理,深度学习,PyTorch",某杭州电气机械/器材上市公司,工业自动化,5000-10000人,已上市
AI算法工程师,杭州-滨江区,55-75k·15薪,5-10年,学历不限,Unknown,某杭州工业自动化上市公司,工业自动化,5000-10000人,已上市
AI算法工程师,杭州,50-70k·15薪,5-10年,本科,"算法优化,优化算法,自然语言处理,深度学习,PyTorch",某杭州工业自动化上市公司,工业自动化,5000-10000人,已上市
算法工程师（大模型）,杭州-拱墅区,30-40k·14薪,3-5年,硕士,"优化算法,算法优化,算法研究,PyTorch,Scala,ASP.NET,Python,TensorFlow,C++",顺网科技,云计算/大数据,1000-2000人,沪深A股上市
Senior AI Engineer,杭州-西湖区,25-50k·14薪,5-10年,统招本科,"推荐算法,语言模型",RingCentral铃盛,计算机软件,500-999人,美股上市
算法工程师（大模型/NLP方向）,杭州-拱墅区,30-40k,3-5年,硕士,"算法优化,优化算法,自然语言处理,算法研究,Scala,ASP.NET,TensorFlow,PyTorch,Python,C++",顺网科技,云计算/大数据,1000-2000人,沪深A股上市
算法工程师,杭州,30-50k·15薪,5-10年,本科,"算法研究,问答系统,数据处理,数据开发",杭州袋虎信息技术有限公司,电子商务,100-499人,B轮
算法工程师（NLP方向）,杭州-拱墅区,30-40k·14薪,3-5年,硕士,"自然语言处理,优化算法,算法优化,算法研究,Scala,ASP.NET,TensorFlow,PyTorch,Python,C++",顺网科技,云计算/大数据,1000-2000人,沪深A股上市
Sr. AI Engineer,杭州-西湖区,25-50k·14薪,5-10年,硕士,Unknown,RingCentral铃盛,计算机软件,500-999人,美股上市
大模型算法专家-头部大厂-P6-P9,杭州,50-80k·16薪,3-5年,硕士,算法研究,某知名公司,计算机软件,10000人以上,战略融资
AI大模型领军人物/技术牵头人,杭州,100-130k·16薪,5-10年,硕士,"自然语言生成,问答系统,自动摘要,GPT,BERT,LLM,LVM,大模型预训练,多模态,Agent",某大型知名计算机软件公司,互联网,2000-5000人,战略融资
蚂蚁集团-机器学习算法工程师-北京/杭州,杭州-西湖区,40-70k·16薪,3-5年,硕士,"自然语言处理,大数据算法,图神经网络,分布式训练,机器学习,知识图谱,大语言模型,图机器学习,大规模分布式计算,推理优化",蚂蚁集团,科技金融,5000-10000人,B轮
大模型算法专家,杭州,80-90k,3-5年,统招本科,算法研究,某杭州大型计算机软件公司,计算机软件,10000人以上,战略融资
AI产品经理-税务大模型,杭州-拱墅区,15-30k,3-5年,本科,"AI人工智能产品,需求分析,to G,to C,市场调研,原型设计,产品规划,产品优化,小程序产品,IT互联网",浮云科技,游戏,100-499人,战略投资
